Datetime,T_amb,wind_speed,wind_dir,sc550,AE_450_700,PM10,BC
4/24/2007 12:00,23.98,1.63,202.81,87.62,1.42935,63.89272,2.47
4/24/2007 13:00,24.99,1.73,201.25,77.56,1.46802,63.51981,2.29
4/24/2007 14:00,24.73,1.6,214.79,78.38,1.54528,59.83932,2.84
4/24/2007 15:00,24.59,1.25,205.39,75.74,1.56389,61.13641,2.45
4/24/2007 16:00,25.82,1.49,209.38,77.56,1.55272,66.60039,2.46
4/24/2007 17:00,25.03,1.54,217.98,81.83,1.57127,67.33,3.47
4/24/2007 18:00,23.63,1.6,219.67,88.44,1.58363,72.40485,3.94
4/24/2007 19:00,22.38,1.65,232.62,90.39,1.52832,74.98282,4.46
4/24/2007 20:00,20.85,1.12,218.06,88.91,1.54692,72.46971,4.56
4/24/2007 21:00,19.88,1.29,231.32,83.84,1.51505,68.70816,3.36
4/24/2007 22:00,19.47,1.68,245.93,76.77,1.50346,63.76301,3.08
4/24/2007 23:00,18.71,2.87,276.6,130.43,1.72097,75.5665,2.79
4/25/2007 0:00,18.27,3.01,280.76,134.87,1.81529,59.46641,2.27
4/25/2007 1:00,17.74,2.53,300.84,125.16,1.87262,46.05777,2.02
4/25/2007 2:00,17.29,2.59,303.5,81.9,1.86581,39.60476,1.54
4/25/2007 3:00,15.55,2.89,296.2,71.3,1.90343,36.16748,1.32
4/25/2007 4:00,14.81,2.78,284.95,56.51,1.7709,27.63913,0.84
4/25/2007 5:00,14.74,1.4,282.22,45.39,1.5818,23.7965,0.71
4/25/2007 6:00,14.63,0.68,122.59,49.52,1.60988,24.57476,0.91
4/25/2007 7:00,14.58,0.83,73.31,43.2,1.67244,20.6835,0.84
4/25/2007 8:00,14.67,0.71,99.49,45.02,1.62904,25.01252,0.83
4/25/2007 9:00,15.18,0.83,76.24,42.52,1.57118,19.41883,0.68
4/25/2007 10:00,15.6,1.02,225.19,34.24,1.61334,16.66252,1.23
4/25/2007 11:00,16.87,1.02,232.7,31.28,1.66141,13.61437,1.1
4/25/2007 12:00,18.81,2.1,254.16,40.49,1.67157,15.81942,1.06
4/25/2007 13:00,19.71,2.35,261.79,39.97,1.77109,14.34398,0.83
4/25/2007 14:00,19.71,2.02,263.37,42.72,1.93451,23.14796,0.89
4/25/2007 15:00,20.5,2.36,263.83,39.91,1.97864,22.28864,0.98
4/25/2007 16:00,21.25,2.31,257.44,40.73,1.99714,22.53184,0.99
4/25/2007 17:00,21.25,2.96,253.53,28.84,2.01809,18.20282,0.73
4/25/2007 18:00,19.31,3.82,259.62,17.92,1.41822,7.85854,0.68
4/25/2007 19:00,17.04,4.39,270.32,16.71,1.03463,9.98252,0.62
4/25/2007 20:00,15.21,3.91,273.95,15.87,1.46235,8.44223,0.52
4/25/2007 21:00,14.45,3.43,274.99,21.76,1.32331,16.30583,0.5
4/25/2007 22:00,14.39,3.74,278.81,22.72,1.27384,13.38738,0.38
4/25/2007 23:00,13.22,3.86,280.53,22.48,1.22819,14.36019,0.35
4/26/2007 0:00,12.55,3.3,270.76,22.79,1.17851,16.50039,0.34
4/26/2007 1:00,11.8,3.64,274.58,23.35,1.02911,16.69495,0.24
4/26/2007 2:00,11.53,3.52,276.05,24.5,0.96608,16.01398,0.21
4/26/2007 3:00,11.34,3.97,281.04,25.65,0.82937,18.00825,0.22
4/26/2007 4:00,11.42,4.36,284.24,28.14,1.08339,20.09981,0.22
4/26/2007 5:00,11.36,4.45,285.62,31.59,1.22168,20.63485,0.26
4/26/2007 6:00,11.06,3.96,273.04,35.79,1.44305,20.42408,0.37
4/26/2007 7:00,11.27,4.38,276.02,36.47,1.51524,20.31058,0.67
4/26/2007 8:00,12.51,5,295.77,28.14,1.50661,20.60243,0.64
4/26/2007 9:00,13.95,4.61,291.92,25.31,1.47721,20.79699,0.68
4/26/2007 10:00,15.88,3.62,287.65,27.28,1.69124,24.88282,0.81
4/26/2007 11:00,17.93,2.73,288.66,32.24,1.95132,23.91,0.79
4/26/2007 12:00,19.2,2.41,298.25,32.99,1.99465,18.85136,0.76
4/26/2007 13:00,19.62,2.53,274.4,34.19,2.10203,18.28388,0.8
4/26/2007 14:00,20.28,3.02,274.14,32.18,1.99687,20.18087,0.95
4/26/2007 15:00,21.03,3.38,272.18,26.47,2.11525,20.6835,0.87
4/26/2007 16:00,20.97,3.19,267.77,25.63,2.04582,21.04019,1.08
4/26/2007 17:00,21.05,3.31,274.97,27.73,2.10371,17.26243,1.21
4/26/2007 18:00,20.23,3.27,262.93,28.96,1.85409,26.95816,1.25
4/26/2007 19:00,18.36,3.76,266.21,31.83,1.37569,33.11932,1.26
4/26/2007 20:00,16.29,3.67,283.44,33.09,1.38839,29.47126,1.1
4/26/2007 21:00,14.89,3.76,282.83,35.61,1.49532,30.52515,0.86
4/26/2007 22:00,13.78,3.32,280.32,39.69,1.51003,30.80078,0.75
4/26/2007 23:00,12.88,2.81,270.43,42.34,1.39955,30.96291,0.65
4/27/2007 0:00,12.24,2.23,258.5,43.58,1.339,30.2333,0.58
4/27/2007 1:00,11.75,2.61,268.33,45,1.2598,29.06592,0.44
4/27/2007 2:00,11.79,3.64,288.67,45.16,1.31628,27.25,0.34
4/27/2007 3:00,11.57,2.41,270.06,48.42,1.36529,28.53087,0.34
4/27/2007 4:00,11.57,2.31,271.27,50.67,1.39985,27.89854,0.32
4/27/2007 5:00,11.44,1.33,247.13,53.35,1.44495,28.57951,0.47
4/27/2007 6:00,10.25,0.9,170.11,54.75,1.37912,24.57476,0.92
4/27/2007 7:00,10.55,1.49,336.37,60.18,1.48797,33.11932,1.44
4/27/2007 8:00,11.86,2.22,274.18,69.58,1.54283,32.84369,1.36
4/27/2007 9:00,13.55,2.21,286.53,64.35,1.49862,37.74019,1.26
4/27/2007 10:00,15.46,1.83,326.59,64.45,1.63589,36.88087,1.06
4/27/2007 11:00,16.36,1.54,339.4,65.64,1.6881,34.44883,1
4/27/2007 12:00,18.12,2,301.19,49.74,1.80215,26.34204,0.95
4/27/2007 13:00,18.92,2.14,285.2,38.95,1.97106,23.87757,1.11
4/27/2007 14:00,20.28,1.73,281.36,33.35,1.9595,19.8566,0.79
4/27/2007 15:00,19.2,2.4,288.52,34.22,1.85429,27.25,0.97
4/27/2007 16:00,19.54,2.26,272,35.38,1.88897,23.3101,1.34
4/27/2007 17:00,19.67,2.07,266.08,37.76,1.95044,29.11456,1.6
4/27/2007 18:00,19.23,2.48,266.12,40.91,1.9525,25.8232,1.37
4/27/2007 19:00,18.37,2.02,263.8,41.44,1.93997,33.39495,2.01
4/27/2007 20:00,16.58,2.86,266.42,37.48,1.72686,32.1465,1.2
4/27/2007 21:00,15.04,2.64,268.72,39.01,1.81921,27.39592,1.05
4/27/2007 22:00,14.08,3.02,274,48.54,1.83868,26.06641,0.89
4/27/2007 23:00,13.23,3.27,281.62,56.22,1.88199,28.06068,0.78
4/28/2007 0:00,12.83,3.48,287.79,56.86,1.90124,27.72019,0.64
4/28/2007 1:00,12.54,3.47,290.56,55.54,1.90509,27.25,0.49
4/28/2007 2:00,12.09,3.14,281.53,49.57,1.89305,23.1966,0.42
4/28/2007 3:00,11.7,2.76,277.02,52.12,1.86756,21.36447,0.39
4/28/2007 4:00,11.2,3.27,285.53,44.12,1.9388,16.61388,0.32
4/28/2007 5:00,11.11,2.95,278.79,32.93,2.11428,10.46893,0.32
4/28/2007 6:00,11.09,3.07,285.71,23.23,1.97701,9.52854,0.33
4/28/2007 7:00,11.72,1.81,258.15,28.37,1.80587,12.31728,0.73
4/28/2007 8:00,13.77,2.36,274.49,14.31,1.64545,12.17136,0.55
4/28/2007 9:00,14.74,3.1,277.15,13.39,1.74976,11.87951,0.43
4/28/2007 10:00,16.44,2.71,271.22,14.88,1.6778,10.61485,0.58
4/28/2007 11:00,17.8,3.36,270.04,12.65,1.5624,8.36117,0.53
4/28/2007 12:00,18.65,3.24,270.72,15.5,1.4438,14.55476,0.67
4/28/2007 13:00,20.06,3.12,260.89,13.3,1.2483,10.53379,0.67
4/28/2007 14:00,20.07,3.14,265.55,15.09,1.53004,9.98252,0.6
4/28/2007 15:00,20.6,3.43,268.11,11.7,1.80606,12.49563,0.61
4/28/2007 16:00,20.43,3.08,264.74,12.55,1.92101,10.38786,0.6
4/28/2007 17:00,20.92,2.84,261.64,15.38,1.56773,18.41359,0.55
4/28/2007 18:00,19.96,3.04,265.37,17.06,1.6315,18.08932,0.62
4/28/2007 19:00,18.67,2.78,265.09,18.97,1.68761,21.68874,0.87
4/28/2007 20:00,16.88,2.47,254.63,19.28,1.48808,20.50515,1.24
4/28/2007 21:00,15.06,3.13,254.82,20.68,1.45287,22.93718,1.01
4/28/2007 22:00,13.74,3.64,269.03,20.27,1.48678,15.77078,0.71
4/28/2007 23:00,12.75,2.5,260.51,19.89,1.62873,14.03592,0.73
4/29/2007 0:00,11.8,1.83,245.65,19.79,1.4931,11.71738,0.76
4/29/2007 1:00,10.63,1.67,243.67,20.48,1.59918,10.46893,0.58
4/29/2007 2:00,10.68,1.95,260.33,19.17,1.76853,10.63107,0.41
4/29/2007 3:00,10.96,2.49,274.29,18.47,1.53997,10.71214,0.3
4/29/2007 4:00,10.71,2.29,262.75,18.16,1.55243,9.60961,0.29
4/29/2007 5:00,10.67,2.31,259.53,19.84,1.60907,10.33922,0.38
4/29/2007 6:00,10.78,2.39,268.38,18.69,1.61418,8.91243,0.25
4/29/2007 7:00,11.56,2.24,265.14,21.1,1.57036,13.79272,0.35
4/29/2007 8:00,13.54,2.21,265.5,17.15,1.38771,15.49515,0.42
4/29/2007 9:00,14.66,2.99,292.7,16.38,1.63945,15.17087,0.25
4/29/2007 10:00,16.9,2.53,287.8,18.39,1.88416,12.5767,0.25
4/29/2007 11:00,18.99,2.24,274.41,18.42,1.70263,14.8466,0.32
4/29/2007 12:00,20.61,2.08,279.42,18.35,1.84245,10.42029,0.65
4/29/2007 13:00,22.52,1.94,237.63,18.49,1.91571,8.60437,0.62
4/29/2007 14:00,22.81,2.1,245.67,15.58,1.72232,4.66447,0.4
4/29/2007 15:00,23.16,2.29,243.91,13.34,1.47062,12.72262,0.55
4/29/2007 16:00,23.45,2.56,240.32,12.97,1.67639,12.39835,0.65
4/29/2007 17:00,22.93,2.54,243.94,14.95,1.57747,14.10078,0.79
4/29/2007 18:00,21.36,2.63,240.55,22.48,1.42292,31.20612,1.39
4/29/2007 19:00,19,2.26,225.88,26.44,1.46944,27.3635,1.5
4/29/2007 20:00,17.64,1.92,235.93,25.2,1.48107,20.26194,1.25
4/29/2007 21:00,15.89,1.78,228.33,26.55,1.53284,20.11602,1.51
4/29/2007 22:00,15.79,2.07,224.8,33.48,1.44835,20.58621,1.28
4/29/2007 23:00,15.63,1.78,228.67,37.72,1.54312,20.42408,0.88
4/30/2007 0:00,15.5,1.23,225.53,36.17,1.49806,17.42456,0.56
4/30/2007 1:00,15.44,1.82,238.03,25.82,1.59014,10.01495,0.34
4/30/2007 2:00,14.4,2.55,261.29,12.63,1.72036,--,0.14
4/30/2007 3:00,13.75,2.69,256.51,11.01,1.54137,--,0.06
4/30/2007 4:00,13.24,2.31,259.33,14.26,0.92553,3.90243,0.08
4/30/2007 5:00,12.77,1.93,253.97,16.13,0.64142,7.0965,0.11
4/30/2007 6:00,11.98,1.77,253.78,17.29,0.67696,9.07456,0.27
4/30/2007 7:00,12.59,1.46,244.22,18.6,0.77297,14.71689,0.96
4/30/2007 8:00,14.42,2.21,249.2,19.22,0.79635,17.39214,1.16
4/30/2007 9:00,15.6,2.6,250.92,18.15,0.64669,12.85233,1.15
4/30/2007 10:00,16.91,2.82,240.03,16.89,0.5313,15.90049,1.08
4/30/2007 11:00,17.22,2.82,238.91,17.72,0.92197,14.76553,1.25
4/30/2007 12:00,17.59,2.61,238.05,18.57,1.18299,17.87854,1.84
4/30/2007 13:00,13.96,2.48,246.65,14.86,1.15458,20.14845,1.35
4/30/2007 14:00,14.91,1.46,220.37,12.58,1.02859,15.15466,1.34
4/30/2007 15:00,16.07,2.09,239.7,15.5,1.16816,14.18184,2.17
4/30/2007 16:00,17.09,2.88,246.5,15.21,1.33666,5.55621,1.51
4/30/2007 17:00,16.68,3.22,249,15.9,1.3587,11.58767,1.55
4/30/2007 18:00,15.56,2.88,245.6,16.16,1.21236,17.3435,1.6
4/30/2007 19:00,15.16,2.32,250.76,18.76,1.18391,16.09505,1.58
4/30/2007 20:00,13.83,2.34,249.7,15.62,1.24884,14.47369,1.16
4/30/2007 21:00,12.66,2.09,243.72,11.78,0.93506,11.66874,1.09
4/30/2007 22:00,11.65,1.6,248.23,11.84,0.83584,11.19854,1.09
4/30/2007 23:00,10.87,1.81,247.44,12.09,0.8302,10.82563,0.99
5/1/2007 0:00,10.44,1.51,248.87,11.33,0.57446,10.77699,0.69
5/1/2007 1:00,9.93,1.48,244.41,12.39,0.58983,8.88,0.54
5/1/2007 2:00,9.93,2.01,247.67,13.59,0.77264,8.92864,0.39
5/1/2007 3:00,9.61,1.83,249.09,13.45,0.86929,9.20427,0.66
5/1/2007 4:00,9.55,1.73,241.45,12.25,0.76433,8.31252,0.67
5/1/2007 5:00,9.2,1.43,246.35,9.59,0.853,4.45369,0.73
5/1/2007 6:00,9.08,1.43,251.03,10.39,0.92694,6.07505,0.97
5/1/2007 7:00,10.84,1.08,239.07,11.29,0.81295,11.44175,1.95
5/1/2007 8:00,12.93,1.3,248.37,12,0.82349,14.50612,2.68
5/1/2007 9:00,14.83,1.81,245.75,11.38,0.41265,11.91194,1.93
5/1/2007 10:00,16.32,2.16,242.28,11.43,0.5183,10.09602,1.16
5/1/2007 11:00,17.76,2.39,240.58,10.25,0.62711,9.07456,1.07
5/1/2007 12:00,18.09,2.16,229.32,9.48,1.38703,9.52854,0.82
5/1/2007 13:00,18.21,2.05,209.32,10.13,1.17486,7.46942,0.65
5/1/2007 14:00,18.76,2.32,209.45,12.11,1.23568,13.79272,0.69
5/1/2007 15:00,19.01,2.58,220.66,9.4,0.95778,10.46893,0.65
5/1/2007 16:00,19.02,2.51,217.33,8.56,1.02667,9.33398,0.82
5/1/2007 17:00,17.59,2.48,217.68,25.35,1.8343,18.6568,0.78
5/1/2007 18:00,15.4,2.22,211.96,14.43,1.30747,16.41932,0.81
5/1/2007 19:00,14.14,1.59,185.16,10.92,0.93353,10.42029,0.88
5/1/2007 20:00,13.89,1.68,171.53,15.02,1.47077,13.79272,2.08
5/1/2007 21:00,13.28,1.84,171.05,13.62,1.28912,11.60388,2.24
5/1/2007 22:00,12.89,2.14,172.08,10.17,0.90029,6.80466,2.1
5/1/2007 23:00,13.13,1.93,177.59,5.72,0.50171,1.94058,1.67
5/2/2007 0:00,13.5,2.19,174.1,2.49,0.80039,2.42699,2.02
5/2/2007 1:00,14.08,1.59,180.98,2.26,1.03875,3.69165,1.22
5/2/2007 2:00,14.81,2.01,216.51,2.99,1.74728,3.48087,0.55
5/2/2007 3:00,15.17,1.3,215.78,5.99,1.57178,2.54049,0.1
5/2/2007 4:00,15.03,0.73,195.55,9.96,1.43786,0.6435,0.09
5/2/2007 5:00,14.77,0.81,204.43,7.31,1.58511,--,0.2
5/2/2007 6:00,14.67,0.9,211.72,6.63,1.51124,2.67019,0.59
5/2/2007 7:00,14.95,0.81,194.39,14.69,1.2633,13.04689,1.08
5/2/2007 8:00,14.76,1.46,202.08,22.47,0.83132,8.53951,2.31
5/2/2007 9:00,15.37,2.03,228.73,10.44,1.34453,33.11932,2.4
5/2/2007 10:00,16.53,2.1,217.13,14.83,1.04123,14.14942,1.37
5/2/2007 11:00,18.77,2.85,221.08,20.97,0.83846,14.14942,1.19
5/2/2007 12:00,18.35,2.56,218.55,25.91,0.80704,19.87282,1.47
5/2/2007 13:00,18.71,2.46,217.01,24.77,0.69269,18.57573,1.72
5/2/2007 14:00,19.33,2.42,209.17,19.87,0.70638,16.58146,1.16
5/2/2007 15:00,17.91,2.47,195.32,24.57,0.6588,26.79602,0.93
5/2/2007 16:00,14.68,2.59,214.66,16.23,0.66385,12.23621,1.49
5/2/2007 17:00,13.95,1.6,198.26,14.41,1.46351,13.27388,1.47
5/2/2007 18:00,13.94,1.6,203.46,29.97,1.61459,8.18282,1.47
5/2/2007 19:00,13.54,1.32,233.94,17.63,1.20391,10.55,2.72
5/2/2007 20:00,13.49,1.11,220.22,26.49,1.40061,14.71689,2.2
5/2/2007 21:00,13.2,1.28,233.61,21.24,1.03898,10.37165,1.86
5/2/2007 22:00,12.49,1.36,240,19.62,1.04711,9.73932,1.5
5/2/2007 23:00,11.81,1.29,234.41,17.45,1.04753,6.8533,1.46
5/3/2007 0:00,11.37,1.29,232.63,15.46,1.39669,9.60961,1.43
5/3/2007 1:00,11.46,1.22,237.39,11.56,1.29339,6.09126,0.63
5/3/2007 2:00,11.44,0.74,232.39,13.92,1.11137,6.88573,1.02
5/3/2007 3:00,11.56,1.12,233.56,20.28,1.31567,9.36641,0.68
5/3/2007 4:00,11.85,1.76,254.13,26.35,1.51995,9.56097,0.44
5/3/2007 5:00,11.55,1.71,262.32,21.71,1.64138,4.98874,0.38
5/3/2007 6:00,11.35,1.52,257.03,23.45,1.79278,8.60437,0.51
5/3/2007 7:00,11.94,1.37,250.16,19.5,1.60408,9.1232,1.06
5/3/2007 8:00,13.77,1.73,254.78,22.31,1.46393,18.15417,1.61
5/3/2007 9:00,14.45,2.25,264.69,24.64,1.22788,18.07311,1.4
5/3/2007 10:00,15.54,2.28,262.55,25.73,1.20097,17.06786,1.14
5/3/2007 11:00,16.98,2.59,266.97,21.89,1.15042,17.8299,0.85
5/3/2007 12:00,18.53,2.17,269.84,20.37,1.08154,17.74883,1.02
5/3/2007 13:00,20.28,2.05,269.52,21.5,1.32776,21.41311,1.08
5/3/2007 14:00,20.27,2.44,260.57,21.97,1.46057,14.44126,1.06
5/3/2007 15:00,20.75,1.89,254.56,25.1,1.54392,20.09981,1.19
5/3/2007 16:00,21.36,2,250.26,26.83,1.70157,21.39689,1.65
5/3/2007 17:00,21.13,2.35,244.9,29.95,1.81146,23.26146,1.94
5/3/2007 18:00,20.8,2.65,246.37,33,1.74753,28.12553,1.86
5/3/2007 19:00,19.42,2.1,253.45,40.51,1.91807,32.34107,2.29
5/3/2007 20:00,18,2.5,259.33,56.78,2.00481,34.30291,1.22
5/3/2007 21:00,16.02,2.37,261.59,74.53,2.03246,38.79408,1.11
5/3/2007 22:00,14.37,2.43,269.09,80.66,2.04549,39.52369,0.89
5/3/2007 23:00,13.61,3.08,278.33,74.46,2.06847,35.74592,0.74
5/4/2007 0:00,13.02,3.19,285.98,70.05,2.09584,32.84369,0.58
5/4/2007 1:00,12.84,2,262.67,68.16,2.03491,32.98961,0.59
5/4/2007 2:00,12.69,1.68,254.78,74.27,1.9583,30.55757,0.51
5/4/2007 3:00,12.65,1.51,253.42,75.75,1.93066,32.06544,0.54
5/4/2007 4:00,12.39,1.36,248.83,74.5,2.00174,29.66583,0.54
5/4/2007 5:00,12.98,1.72,260.09,91.16,1.90439,30.49272,0.54
5/4/2007 6:00,13,1.87,263.68,98.71,1.80142,32.43835,0.69
5/4/2007 7:00,13.46,1.7,261.48,102.63,1.74007,36.49175,1.27
5/4/2007 8:00,14.31,2.15,275.6,102.71,1.7655,41.03155,1.75
5/4/2007 9:00,14.58,2.41,273.84,98.27,1.85169,39.19942,1.53
5/4/2007 10:00,14.72,2.41,275.63,101.72,1.7796,40.73971,1.38
5/4/2007 11:00,15.53,2.34,263.65,105.12,1.71176,67.78398,1.81
5/4/2007 12:00,17.36,2.74,270.19,108.5,1.84298,36.03777,1.48
5/4/2007 13:00,18.74,2.5,259.95,103.25,1.92921,36.84845,1.36
5/4/2007 14:00,19.72,2.53,266.13,104.17,1.85093,47.41971,1.56
5/4/2007 15:00,20.59,2.41,259.33,96.6,1.92642,35.38922,1.62
5/4/2007 16:00,21.17,2.96,260.32,95.27,1.85321,32.34107,1.64
5/4/2007 17:00,21.58,3.31,257.68,103.64,1.83356,44.51748,1.9
5/4/2007 18:00,20.07,3.82,265.79,103.08,1.78,42.44214,1.65
5/4/2007 19:00,18.02,3.78,266.83,94.99,1.74048,35.76214,1.38
5/4/2007 20:00,15.52,2.16,273.57,84.35,1.80625,29.42262,1.07
5/4/2007 21:00,14.49,2.32,268.81,91.19,1.79641,32.95718,1.12
5/4/2007 22:00,13.37,2.81,267.77,89.12,1.83587,28.90379,1.07
5/4/2007 23:00,--,--,--,--,--,33.24903,1.24
5/5/2007 0:00,--,--,--,--,--,35.30816,1.14
5/5/2007 1:00,--,--,--,--,--,41.14505,0.9
5/5/2007 2:00,--,--,--,--,--,44.33913,0.9
5/5/2007 3:00,--,--,--,--,--,51.52175,0.92
5/5/2007 4:00,--,--,--,--,--,52.5432,0.85
5/5/2007 5:00,--,--,--,--,--,49.36534,0.78
5/5/2007 6:00,--,--,--,--,--,50.54893,0.79
5/5/2007 7:00,--,--,--,--,--,51.19748,0.89
5/5/2007 8:00,--,--,--,--,--,51.97573,1
5/5/2007 9:00,--,--,--,--,--,51.44068,1.05
5/5/2007 10:00,--,--,--,--,--,53.43495,1.14
5/5/2007 11:00,--,--,--,--,--,43.17175,1.41
5/5/2007 12:00,--,--,--,--,--,4.42126,1.28
5/5/2007 13:00,--,--,--,--,--,2.03786,1.1
5/5/2007 14:00,--,--,--,--,--,1.09748,1.06
5/5/2007 15:00,--,--,--,--,--,1.77845,1.15
5/5/2007 16:00,--,--,--,--,--,0.07602,0.99
5/5/2007 17:00,--,--,--,--,--,0.96777,2.81
5/5/2007 18:00,--,--,--,--,--,4.2267,2.61
5/5/2007 19:00,--,--,--,--,--,1.79466,4.56
5/5/2007 20:00,--,--,--,--,--,3.85379,5.64
5/5/2007 21:00,--,--,--,--,--,3.56194,1.4
5/5/2007 22:00,--,--,--,--,--,2.75126,1.36
5/5/2007 23:00,--,--,--,--,--,3.23767,1.12
5/6/2007 0:00,--,--,--,--,--,2.88097,1.3
5/6/2007 1:00,--,--,--,--,--,1.79466,1.34
5/6/2007 2:00,--,--,--,--,--,2.10272,1.07
5/6/2007 3:00,--,--,--,--,--,2.50806,0.83
5/6/2007 4:00,--,--,--,--,--,2.5567,0.68
5/6/2007 5:00,--,--,--,--,--,2.50806,0.6
5/6/2007 6:00,--,--,--,--,--,2.60534,0.66
5/6/2007 7:00,--,--,--,--,--,2.58913,0.77
5/6/2007 8:00,--,--,--,--,--,3.96728,0.65
5/6/2007 9:00,--,--,--,--,--,1.85951,0.64
5/6/2007 10:00,--,--,--,--,--,1.66495,0.64
5/6/2007 11:00,--,--,--,--,--,2.23243,0.6
5/6/2007 12:00,--,--,--,--,--,--,0.65
5/6/2007 13:00,--,--,--,--,--,0.7732,0.59
5/6/2007 14:00,--,--,--,--,--,0.2868,0.49
5/6/2007 15:00,--,--,--,--,--,1.66495,0.44
5/6/2007 16:00,--,--,--,--,--,1.29204,0.4
5/6/2007 17:00,--,--,--,--,--,1.37311,0.38
5/6/2007 18:00,--,--,--,--,--,1.34068,0.4
5/6/2007 19:00,--,--,--,--,--,2.68641,0.57
5/6/2007 20:00,--,--,--,--,--,2.4432,0.85
5/6/2007 21:00,--,--,--,--,--,3.09175,1.19
5/6/2007 22:00,--,--,--,--,--,2.68641,1.3
5/6/2007 23:00,--,--,--,--,--,1.77845,0.96
5/7/2007 0:00,--,--,--,--,--,1.58388,0.85
5/7/2007 1:00,--,--,--,--,--,2.23243,0.78
5/7/2007 2:00,--,--,--,--,--,0.09223,0.79
5/7/2007 3:00,--,--,--,--,--,2.07029,0.74
5/7/2007 4:00,--,--,--,--,--,1.47039,0.77
5/7/2007 5:00,--,--,--,--,--,--,0.82
5/7/2007 6:00,--,--,--,--,--,0.15709,0.81
5/7/2007 7:00,--,--,--,--,--,--,1.57
5/7/2007 8:00,16.46,2.72,323.84,45.78,1.82161,--,1.53
5/7/2007 9:00,20.28,1.7,315.98,44.47,1.83592,8.91243,0.71
5/7/2007 10:00,23.35,1.51,333.89,40.26,1.76016,18.9,0.56
5/7/2007 11:00,25.23,1.54,342.66,35.48,1.7402,14.68447,0.51
5/7/2007 12:00,27.11,1.45,292.31,31.23,1.86424,15.88427,0.78
5/7/2007 13:00,27.9,1.67,309.33,28.76,1.94729,15.60864,0.63
5/7/2007 14:00,28.19,2.12,302.48,31.62,1.85781,22.69398,0.69
5/7/2007 15:00,28.57,2.03,295.86,33.49,1.82736,22.90476,0.78
5/7/2007 16:00,28.42,2.44,299.57,34.36,2.00081,19.2567,0.82
5/7/2007 17:00,28.47,2.36,266.98,33.95,2.02594,20.84563,1.27
5/7/2007 18:00,27.93,2.22,275.77,37.03,2.03804,28.64437,1.26
5/7/2007 19:00,26.98,1.92,272.51,42.32,1.94933,30.80078,1.96
5/7/2007 20:00,24.12,2.52,273.79,78.06,1.86308,63.11447,2.46
5/7/2007 21:00,22.28,2.83,274.57,80.54,1.93793,45.68485,1.5
5/7/2007 22:00,20.89,3.19,281.14,76.01,1.92349,40.12359,1.08
5/7/2007 23:00,19.89,3.49,294.2,63.76,1.86587,31.87087,0.77
5/8/2007 0:00,19.15,3.16,300.75,53.8,1.70586,27.0068,0.69
5/8/2007 1:00,18.18,3.02,311.46,50.62,1.68375,24.25049,0.66
5/8/2007 2:00,17.64,3.06,314.4,50.76,1.66654,23.22903,0.66
5/8/2007 3:00,17,3,319.77,51.69,1.68572,24.96388,0.67
5/8/2007 4:00,16.67,2.92,319.16,52.53,1.73917,23.74786,0.67
5/8/2007 5:00,17.08,2.72,323.55,55.66,1.74173,25.87184,0.73
5/8/2007 6:00,16.21,3.36,325.39,56.31,1.67676,25.95291,0.97
5/8/2007 7:00,16.99,3.01,321.46,58.01,1.71415,32.11408,1.95
5/8/2007 8:00,19.8,2.03,340.81,53.72,1.7264,42.5232,2.68
5/8/2007 9:00,22.68,1.87,33,42.59,1.64358,38.63194,1.93
5/8/2007 10:00,25.12,1.95,34.15,36.27,1.63913,40.41544,1.16
5/8/2007 11:00,25.23,1.54,50,32.68,1.69283,--,1.07
5/8/2007 12:00,28.91,1.82,73.89,29.21,1.8626,--,0.82
5/8/2007 13:00,30.43,1.66,81.68,26.16,1.70305,--,0.65
5/8/2007 14:00,30.88,1.68,80.94,25.13,1.68517,--,0.69
5/8/2007 15:00,31.09,1.68,85.87,26.06,1.6918,--,0.65
5/8/2007 16:00,32.04,1.32,281.89,27.33,1.56336,--,0.82
5/8/2007 17:00,31.29,1.3,76.6,27.6,1.69921,--,0.78
5/8/2007 18:00,30.48,1.67,3.92,29.14,1.83429,--,0.81
5/8/2007 19:00,29.92,1.07,314.7,27.43,1.77118,--,0.88
5/8/2007 20:00,28.11,1.14,336.54,37.93,1.81821,--,2.08
5/8/2007 21:00,25.82,1.96,322.48,39.99,1.87182,--,2.24
5/8/2007 22:00,24.65,1.91,323.65,29.58,1.79715,--,2.1
5/8/2007 23:00,24.09,1.29,0.45,25.05,1.90874,--,1.67
5/9/2007 0:00,23.49,1.1,339.51,25.69,1.98851,--,2.02
5/9/2007 1:00,23.01,1.1,355.48,22.39,1.84616,--,1.22
5/9/2007 2:00,23.16,1.42,9.81,23.29,1.84385,--,0.55
5/9/2007 3:00,23.04,1.85,358.95,20.68,1.82791,--,0.52
5/9/2007 4:00,22.35,1.76,357.15,20.83,1.90121,--,0.51
5/9/2007 5:00,21.64,1.31,8.17,21.08,1.88474,--,0.5
5/9/2007 6:00,20.61,1.18,45.67,22,1.83465,--,0.71
5/9/2007 7:00,21.09,1.53,55.5,23.4,1.64138,--,0.92
5/9/2007 8:00,22.49,1.49,32.03,29.03,1.58491,--,1.83
5/9/2007 9:00,24.67,1.46,47.42,30.73,1.57043,--,1.36
5/9/2007 10:00,27.76,1.26,98.89,31.92,1.71398,--,1.58
